initial_alias,converted_alias,name,description,namespace,uniqueccds,unique_names
CCDS77675.1,ENSG00000183741,CBX6,chromobox 6 [Source:HGNC Symbol;Acc:HGNC:1556],CCDS,CCDS32984.1,PCSK9
CCDS11841.1,ENSG00000168502,MTCL1,microtubule crosslinking factor 1 [Source:HGNC Symbol;Acc:HGNC:29121],CCDS,CCDS54030.1,BCAT2
CCDS32935.1,ENSG00000127507,ADGRE2,adhesion G protein-coupled receptor E2 [Source:HGNC Symbol;Acc:HGNC:3337],CCDS,CCDS54510.1,PLCB3
CCDS32984.1,ENSG00000198597,ZNF536,zinc finger protein 536 [Source:HGNC Symbol;Acc:HGNC:29025],CCDS,CCDS12644.1,HSF1
CCDS54030.1,ENSG00000124067,SLC12A4,solute carrier family 12 member 4 [Source:HGNC Symbol;Acc:HGNC:10913],CCDS,CCDS12694.1,CYP26B1
CCDS54510.1,ENSG00000100095,SEZ6L,seizure related 6 homolog like [Source:HGNC Symbol;Acc:HGNC:10763],CCDS,CCDS14407.1,ITPRIP
CCDS12644.1,ENSG00000187244,BCAM,basal cell adhesion molecule (Lutheran blood group) [Source:HGNC Symbol;Acc:HGNC:6722],CCDS,CCDS45927.1,CELF5
CCDS12694.1,ENSG00000130751,NPAS1,neuronal PAS domain protein 1 [Source:HGNC Symbol;Acc:HGNC:7894],CCDS,CCDS54031.1,PLEKHM1
CCDS14407.1,ENSG00000196338,NLGN3,neuroligin 3 [Source:HGNC Symbol;Acc:HGNC:14289],CCDS,CCDS81852.1,HAPLN2
CCDS45927.1,None,None,None,,CCDS2480.1,OR2T3
CCDS54031.1,ENSG00000124067,SLC12A4,solute carrier family 12 member 4 [Source:HGNC Symbol;Acc:HGNC:10913],CCDS,CCDS11505.1,ARC
CCDS81852.1,ENSG00000185559,DLK1,delta like non-canonical Notch ligand 1 [Source:HGNC Symbol;Acc:HGNC:2907],CCDS,CCDS3319.1,OR4D1
CCDS2480.1,ENSG00000135898,GPR55,G protein-coupled receptor 55 [Source:HGNC Symbol;Acc:HGNC:4511],CCDS,CCDS10565.1,NPBWR1
CCDS11505.1,ENSG00000108379,WNT3,Wnt family member 3 [Source:HGNC Symbol;Acc:HGNC:12782],CCDS,CCDS1194.1,DIPK1B
CCDS3319.1,ENSG00000174004,NRROS,negative regulator of reactive oxygen species [Source:HGNC Symbol;Acc:HGNC:24613],CCDS,CCDS6033.1,P2RY2
CCDS10565.1,ENSG00000133392,MYH11,myosin heavy chain 11 [Source:HGNC Symbol;Acc:HGNC:7569],CCDS,CCDS12342.1,HM13
CCDS1194.1,ENSG00000162728,KCNJ9,potassium inwardly rectifying channel subfamily J member 9 [Source:HGNC Symbol;Acc:HGNC:6270],CCDS,CCDS73882.1,RHBDD2
CCDS6033.1,ENSG00000179388,EGR3,early growth response 3 [Source:HGNC Symbol;Acc:HGNC:3240],CCDS,CCDS33920.1,KCNJ18
CCDS12342.1,ENSG00000072958,AP1M1,adaptor related protein complex 1 subunit mu 1 [Source:HGNC Symbol;Acc:HGNC:13667],CCDS,CCDS54123.1,SLC43A1
CCDS73882.1,ENSG00000121281,ADCY7,adenylate cyclase 7 [Source:HGNC Symbol;Acc:HGNC:238],CCDS,CCDS46329.1,MEX3A
CCDS33920.1,ENSG00000178772,CPN2,carboxypeptidase N subunit 2 [Source:HGNC Symbol;Acc:HGNC:2313],CCDS,CCDS5429.1,SPTBN1
CCDS54123.1,ENSG00000212724,KRTAP2-3,keratin associated protein 2-3 [Source:HGNC Symbol;Acc:HGNC:18906],CCDS,CCDS45423.1,ZC3H4
CCDS46329.1,ENSG00000135636,DYSF,dysferlin [Source:HGNC Symbol;Acc:HGNC:3097],CCDS,CCDS54207.1,DOC2A
CCDS5429.1,ENSG00000106113,CRHR2,corticotropin releasing hormone receptor 2 [Source:HGNC Symbol;Acc:HGNC:2358],CCDS,CCDS75970.1,PAPPA
CCDS45423.1,ENSG00000133392,MYH11,myosin heavy chain 11 [Source:HGNC Symbol;Acc:HGNC:7569],CCDS,CCDS75666.1,SIRT6
CCDS54207.1,ENSG00000032444,PNPLA6,patatin like phospholipase domain containing 6 [Source:HGNC Symbol;Acc:HGNC:16268],CCDS,CCDS44994.1,OR2AT4
CCDS75970.1,None,None,None,,CCDS11699.1,MANEAL
CCDS75666.1,ENSG00000064393,HIPK2,homeodomain interacting protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:14402],CCDS,CCDS73146.1,KCNH3
CCDS44994.1,ENSG00000139767,SRRM4,serine/arginine repetitive matrix 4 [Source:HGNC Symbol;Acc:HGNC:29389],CCDS,CCDS12571.1,KLK11
CCDS11699.1,ENSG00000170412,GPRC5C,G protein-coupled receptor class C group 5 member C [Source:HGNC Symbol;Acc:HGNC:13309],CCDS,CCDS12228.1,JPH4
CCDS73146.1,ENSG00000107736,CDH23,cadherin related 23 [Source:HGNC Symbol;Acc:HGNC:13733],CCDS,CCDS59343.1,ASIC3
CCDS12571.1,ENSG00000197838,CYP2A13,cytochrome P450 family 2 subfamily A member 13 [Source:HGNC Symbol;Acc:HGNC:2608],CCDS,CCDS2405.1,LONP1
CCDS12228.1,ENSG00000130816,DNMT1,DNA methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:2976],CCDS,CCDS6053.1,TRIM74
CCDS59343.1,ENSG00000032444,PNPLA6,patatin like phospholipase domain containing 6 [Source:HGNC Symbol;Acc:HGNC:16268],CCDS,CCDS11810.1,TRIM73
CCDS2405.1,ENSG00000115461,IGFBP5,insulin like growth factor binding protein 5 [Source:HGNC Symbol;Acc:HGNC:5474],CCDS,CCDS12629.1,APBA3
CCDS6053.1,ENSG00000120907,ADRA1A,adrenoceptor alpha 1A [Source:HGNC Symbol;Acc:HGNC:277],CCDS,CCDS32757.1,SPNS2
CCDS11810.1,ENSG00000181408,UTS2R,urotensin 2 receptor [Source:HGNC Symbol;Acc:HGNC:4468],CCDS,CCDS7918.1,RUNX3
CCDS12629.1,ENSG00000124449,IRGC,immunity related GTPase cinema [Source:HGNC Symbol;Acc:HGNC:28835],CCDS,CCDS44612.1,SRCIN1
CCDS32757.1,ENSG00000173894,CBX2,chromobox 2 [Source:HGNC Symbol;Acc:HGNC:1552],CCDS,CCDS4303.1,MFSD10
CCDS7918.1,ENSG00000149091,DGKZ,diacylglycerol kinase zeta [Source:HGNC Symbol;Acc:HGNC:2857],CCDS,CCDS46327.1,TECR
CCDS44612.1,ENSG00000110042,DTX4,deltex E3 ubiquitin ligase 4 [Source:HGNC Symbol;Acc:HGNC:29151],CCDS,CCDS30555.1,KIF17
CCDS4303.1,ENSG00000113721,PDGFRB,platelet derived growth factor receptor beta [Source:HGNC Symbol;Acc:HGNC:8804],CCDS,CCDS8116.1,SARDH
CCDS46327.1,ENSG00000135636,DYSF,dysferlin [Source:HGNC Symbol;Acc:HGNC:3097],CCDS,CCDS34961.1,AP5Z1
CCDS30555.1,ENSG00000224051,CPTP,ceramide-1-phosphate transfer protein [Source:HGNC Symbol;Acc:HGNC:28116],CCDS,CCDS7724.1,TMEM175
CCDS8116.1,ENSG00000172638,EFEMP2,EGF containing fibulin extracellular matrix protein 2 [Source:HGNC Symbol;Acc:HGNC:3219],CCDS,CCDS2513.1,OSBP2
CCDS34961.1,ENSG00000178719,GRINA,glutamate ionotropic receptor NMDA type subunit associated protein 1 [Source:HGNC Symbol;Acc:HGNC:4589],CCDS,CCDS11139.1,SOX8
CCDS7724.1,ENSG00000184545,DUSP8,dual specificity phosphatase 8 [Source:HGNC Symbol;Acc:HGNC:3074],CCDS,CCDS13936.1,CHST6
CCDS2513.1,ENSG00000130147,SH3BP4,SH3 domain binding protein 4 [Source:HGNC Symbol;Acc:HGNC:10826],CCDS,CCDS56083.1,FSCN2
CCDS11139.1,ENSG00000198844,ARHGEF15,Rho guanine nucleotide exchange factor 15 [Source:HGNC Symbol;Acc:HGNC:15590],CCDS,CCDS82596.1,ADAMTS8
CCDS13936.1,ENSG00000100368,CSF2RB,colony stimulating factor 2 receptor subunit beta [Source:HGNC Symbol;Acc:HGNC:2436],CCDS,CCDS45403.1,IGSF3
CCDS56083.1,ENSG00000130164,LDLR,low density lipoprotein receptor [Source:HGNC Symbol;Acc:HGNC:6547],CCDS,CCDS9889.1,PIGT
CCDS82596.1,ENSG00000132622,HSPA12B,heat shock protein family A (Hsp70) member 12B [Source:HGNC Symbol;Acc:HGNC:16193],CCDS,CCDS11400.1,CLEC3B
CCDS45403.1,ENSG00000103184,SEC14L5,SEC14 like lipid binding 5 [Source:HGNC Symbol;Acc:HGNC:29032],CCDS,CCDS10511.1,ECEL1
CCDS9889.1,ENSG00000152315,KCNK13,potassium two pore domain channel subfamily K member 13 [Source:HGNC Symbol;Acc:HGNC:6275],CCDS,CCDS31331.1,GATD1
CCDS11400.1,ENSG00000186847,KRT14,keratin 14 [Source:HGNC Symbol;Acc:HGNC:6416],CCDS,CCDS62468.1,RNFT2
CCDS10511.1,ENSG00000126603,GLIS2,GLIS family zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:29450],CCDS,CCDS55441.1,PEPD
CCDS31331.1,ENSG00000205867,KRTAP5-2,keratin associated protein 5-2 [Source:HGNC Symbol;Acc:HGNC:23597],CCDS,CCDS12450.1,OLFML2A
CCDS62468.1,ENSG00000131196,NFATC1,nuclear factor of activated T cells 1 [Source:HGNC Symbol;Acc:HGNC:7775],CCDS,CCDS32872.1,NEUROG1
CCDS55441.1,ENSG00000196338,NLGN3,neuroligin 3 [Source:HGNC Symbol;Acc:HGNC:14289],CCDS,CCDS44520.1,VSIG10L
CCDS12450.1,ENSG00000105699,LSR,lipolysis stimulated lipoprotein receptor [Source:HGNC Symbol;Acc:HGNC:29572],CCDS,CCDS45795.1,NR2F1
CCDS32872.1,ENSG00000186111,PIP5K1C,phosphatidylinositol-4-phosphate 5-kinase type 1 gamma [Source:HGNC Symbol;Acc:HGNC:8996],CCDS,CCDS45958.1,PFKP
CCDS44520.1,ENSG00000182170,MRGPRG,MAS related GPR family member G [Source:HGNC Symbol;Acc:HGNC:24829],CCDS,CCDS68127.1,SCARF1
CCDS45795.1,ENSG00000184640,SEPTIN9,septin 9 [Source:HGNC Symbol;Acc:HGNC:7323],CCDS,CCDS3113.1,PNCK
CCDS45958.1,ENSG00000130816,DNMT1,DNA methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:2976],CCDS,CCDS10568.1,KCNJ5
CCDS68127.1,ENSG00000196090,PTPRT,protein tyrosine phosphatase receptor type T [Source:HGNC Symbol;Acc:HGNC:9682],CCDS,CCDS13493.1,ZNF710
CCDS3113.1,ENSG00000155890,TRIM42,tripartite motif containing 42 [Source:HGNC Symbol;Acc:HGNC:19014],CCDS,CCDS45231.1,CHST13
CCDS10568.1,ENSG00000091262,ABCC6,ATP binding cassette subfamily C member 6 [Source:HGNC Symbol;Acc:HGNC:57],CCDS,CCDS78078.1,GPRC5A
CCDS13493.1,ENSG00000101180,HRH3,histamine receptor H3 [Source:HGNC Symbol;Acc:HGNC:5184],CCDS,CCDS8200.1,PKP3
CCDS45231.1,ENSG00000166145,SPINT1,"serine peptidase inhibitor, Kunitz type 1 [Source:HGNC Symbol;Acc:HGNC:11246]",CCDS,CCDS8297.1,MAN2A2
CCDS78078.1,ENSG00000055163,CYFIP2,cytoplasmic FMR1 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:13760],CCDS,CCDS42874.1,PLCG2
CCDS8200.1,ENSG00000172893,DHCR7,7-dehydrocholesterol reductase [Source:HGNC Symbol;Acc:HGNC:2860],CCDS,CCDS10413.1,SYDE1
CCDS8297.1,ENSG00000123901,GPR83,G protein-coupled receptor 83 [Source:HGNC Symbol;Acc:HGNC:4523],CCDS,CCDS12403.1,DPP3
CCDS42874.1,ENSG00000196090,PTPRT,protein tyrosine phosphatase receptor type T [Source:HGNC Symbol;Acc:HGNC:9682],CCDS,CCDS63370.1,HSPB1
CCDS10413.1,ENSG00000197562,RAB40C,"RAB40C, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:18285]",CCDS,CCDS7014.1,CDHR2
CCDS12403.1,ENSG00000178093,TSSK6,testis specific serine kinase 6 [Source:HGNC Symbol;Acc:HGNC:30410],CCDS,CCDS4372.1,EHMT2
CCDS63370.1,None,None,None,,CCDS81542.1,LZTS1
CCDS7014.1,ENSG00000159069,FBXW5,F-box and WD repeat domain containing 5 [Source:HGNC Symbol;Acc:HGNC:13613],CCDS,CCDS54080.1,EHD4
CCDS4372.1,ENSG00000168269,FOXI1,forkhead box I1 [Source:HGNC Symbol;Acc:HGNC:3815],CCDS,CCDS12430.1,EPHB4
CCDS81542.1,ENSG00000110628,SLC22A18,solute carrier family 22 member 18 [Source:HGNC Symbol;Acc:HGNC:10964],CCDS,CCDS54063.1,GJB3
CCDS54080.1,ENSG00000091622,PITPNM3,PITPNM family member 3 [Source:HGNC Symbol;Acc:HGNC:21043],CCDS,CCDS8079.1,ARHGEF17
CCDS12430.1,ENSG00000130881,LRP3,LDL receptor related protein 3 [Source:HGNC Symbol;Acc:HGNC:6695],CCDS,CCDS14728.1,FGFR4
CCDS54063.1,ENSG00000167716,WDR81,WD repeat domain 81 [Source:HGNC Symbol;Acc:HGNC:26600],CCDS,CCDS54061.1,PDE6B
CCDS8079.1,ENSG00000068976,PYGM,"glycogen phosphorylase, muscle associated [Source:HGNC Symbol;Acc:HGNC:9726]",CCDS,CCDS1449.1,PADI2
CCDS14728.1,ENSG00000101986,ABCD1,ATP binding cassette subfamily D member 1 [Source:HGNC Symbol;Acc:HGNC:61],CCDS,CCDS33400.1,THOP1
CCDS54061.1,ENSG00000167716,WDR81,WD repeat domain 81 [Source:HGNC Symbol;Acc:HGNC:26600],CCDS,CCDS35441.1,MAG
CCDS1449.1,ENSG00000184144,CNTN2,contactin 2 [Source:HGNC Symbol;Acc:HGNC:2172],CCDS,CCDS55538.1,ZER1
CCDS33400.1,ENSG00000196811,CHRNG,cholinergic receptor nicotinic gamma subunit [Source:HGNC Symbol;Acc:HGNC:1967],CCDS,CCDS78287.1,SLC2A1
CCDS35441.1,ENSG00000184343,SRPK3,SRSF protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:11402],CCDS,CCDS32946.1,NEU4
CCDS55538.1,ENSG00000184343,SRPK3,SRSF protein kinase 3 [Source:HGNC Symbol;Acc:HGNC:11402],CCDS,CCDS32937.1,SLC26A1
CCDS78287.1,ENSG00000133612,AGAP3,"ArfGAP with GTPase domain, ankyrin repeat and PH domain 3 [Source:HGNC Symbol;Acc:HGNC:16923]",CCDS,CCDS33427.1,SPRY4
CCDS32946.1,ENSG00000127511,SIN3B,SIN3 transcription regulator family member B [Source:HGNC Symbol;Acc:HGNC:19354],CCDS,CCDS11324.1,TRARG1
CCDS32937.1,ENSG00000094661,OR1I1,olfactory receptor family 1 subfamily I member 1 [Source:HGNC Symbol;Acc:HGNC:8207],CCDS,CCDS11409.1,ZFTA
CCDS33427.1,ENSG00000154252,GAL3ST2,galactose-3-O-sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:24869],CCDS,CCDS8042.1,ZNF835
CCDS11324.1,ENSG00000275410,HNF1B,HNF1 homeobox B [Source:HGNC Symbol;Acc:HGNC:11630],CCDS,CCDS8501.1,SLC46A1
CCDS11409.1,ENSG00000141756,FKBP10,FKBP prolyl isomerase 10 [Source:HGNC Symbol;Acc:HGNC:18169],CCDS,CCDS58521.1,CMKLR1
CCDS8042.1,ENSG00000149452,SLC22A8,solute carrier family 22 member 8 [Source:HGNC Symbol;Acc:HGNC:10972],CCDS,CCDS82263.1,CELSR3
CCDS8501.1,ENSG00000111181,SLC6A12,solute carrier family 6 member 12 [Source:HGNC Symbol;Acc:HGNC:11045],CCDS,CCDS8153.1,HS6ST1
CCDS58521.1,ENSG00000177731,FLII,FLII actin remodeling protein [Source:HGNC Symbol;Acc:HGNC:3750],CCDS,CCDS6389.1,ACTG2
CCDS82263.1,ENSG00000180448,ARHGAP45,Rho GTPase activating protein 45 [Source:HGNC Symbol;Acc:HGNC:17102],CCDS,CCDS2148.1,CBY2
CCDS8153.1,ENSG00000173621,LRFN4,leucine rich repeat and fibronectin type III domain containing 4 [Source:HGNC Symbol;Acc:HGNC:28456],CCDS,CCDS8013.1,SLC35C2
CCDS6389.1,ENSG00000180155,LYNX1,Ly6/neurotoxin 1 [Source:HGNC Symbol;Acc:HGNC:29604],CCDS,CCDS82779.1,CXCR4
CCDS2148.1,ENSG00000144230,GPR17,G protein-coupled receptor 17 [Source:HGNC Symbol;Acc:HGNC:4471],CCDS,CCDS12653.1,KIF18B
CCDS8013.1,ENSG00000221968,FADS3,fatty acid desaturase 3 [Source:HGNC Symbol;Acc:HGNC:3576],CCDS,CCDS32550.1,VARS1
CCDS82779.1,ENSG00000001617,SEMA3F,semaphorin 3F [Source:HGNC Symbol;Acc:HGNC:10728],CCDS,CCDS44063.1,CENPB
CCDS12653.1,ENSG00000170684,ZNF296,zinc finger protein 296 [Source:HGNC Symbol;Acc:HGNC:15981],CCDS,CCDS56098.1,ZNF74
CCDS32550.1,ENSG00000129244,ATP1B2,ATPase Na+/K+ transporting subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:805],CCDS,CCDS34574.1,LILRB2
CCDS44063.1,ENSG00000116786,PLEKHM2,pleckstrin homology and RUN domain containing M2 [Source:HGNC Symbol;Acc:HGNC:29131],CCDS,CCDS46331.1,PRSS36
CCDS56098.1,ENSG00000130529,TRPM4,transient receptor potential cation channel subfamily M member 4 [Source:HGNC Symbol;Acc:HGNC:17993],CCDS,CCDS10788.1,ZNF362
CCDS34574.1,ENSG00000186340,THBS2,thrombospondin 2 [Source:HGNC Symbol;Acc:HGNC:11786],CCDS,CCDS42592.1,KCNS2
CCDS46331.1,ENSG00000135636,DYSF,dysferlin [Source:HGNC Symbol;Acc:HGNC:3097],CCDS,CCDS32737.1,KIF3C
CCDS10788.1,ENSG00000140854,KATNB1,katanin regulatory subunit B1 [Source:HGNC Symbol;Acc:HGNC:6217],CCDS,CCDS35232.1,FAM189B
CCDS42592.1,ENSG00000126457,PRMT1,protein arginine methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:5187],CCDS,CCDS43605.1,DVL1
CCDS32737.1,ENSG00000132481,TRIM47,tripartite motif containing 47 [Source:HGNC Symbol;Acc:HGNC:19020],CCDS,CCDS46193.1,PLCB2
CCDS35232.1,ENSG00000078061,ARAF,"A-Raf proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:646]",CCDS,CCDS42103.1,SPATA2
CCDS43605.1,ENSG00000091073,DTX2,deltex E3 ubiquitin ligase 2 [Source:HGNC Symbol;Acc:HGNC:15973],CCDS,CCDS13956.1,TNF
CCDS46193.1,ENSG00000187902,SHISA7,shisa family member 7 [Source:HGNC Symbol;Acc:HGNC:35409],CCDS,CCDS13557.1,CPNE5
CCDS42103.1,ENSG00000167971,CASKIN1,CASK interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:20879],CCDS,CCDS5725.1,SLC7A8
CCDS13956.1,ENSG00000189060,H1-0,H1.0 linker histone [Source:HGNC Symbol;Acc:HGNC:4714],CCDS,CCDS56594.1,SPATC1
CCDS13557.1,ENSG00000125522,NPBWR2,neuropeptides B and W receptor 2 [Source:HGNC Symbol;Acc:HGNC:4530],CCDS,CCDS13676.1,GPR161
CCDS5725.1,ENSG00000105808,RASA4,RAS p21 protein activator 4 [Source:HGNC Symbol;Acc:HGNC:23181],CCDS,CCDS32513.1,NIBAN2
CCDS56594.1,ENSG00000176058,TPRN,taperin [Source:HGNC Symbol;Acc:HGNC:26894],CCDS,CCDS30981.1,PPP1R37
CCDS13676.1,None,None,None,,CCDS33366.1,LARGE1
CCDS32513.1,ENSG00000167522,ANKRD11,ankyrin repeat domain 11 [Source:HGNC Symbol;Acc:HGNC:21316],CCDS,CCDS337.1,GSN
CCDS30981.1,ENSG00000143839,REN,renin [Source:HGNC Symbol;Acc:HGNC:9958],CCDS,CCDS30653.1,TUBA3C
CCDS33366.1,ENSG00000163251,FZD5,frizzled class receptor 5 [Source:HGNC Symbol;Acc:HGNC:4043],CCDS,CCDS47337.1,KCNJ14
CCDS337.1,ENSG00000162511,LAPTM5,lysosomal protein transmembrane 5 [Source:HGNC Symbol;Acc:HGNC:29612],CCDS,CCDS14004.1,PLA2G6
CCDS30653.1,ENSG00000130775,THEMIS2,thymocyte selection associated family member 2 [Source:HGNC Symbol;Acc:HGNC:16839],CCDS,CCDS11924.1,CAMKK2
CCDS47337.1,ENSG00000168269,FOXI1,forkhead box I1 [Source:HGNC Symbol;Acc:HGNC:3815],CCDS,CCDS72908.1,SLC25A6
CCDS14004.1,None,None,None,,CCDS12229.1,IFFO1
CCDS11924.1,ENSG00000132874,SLC14A2,solute carrier family 14 member 2 [Source:HGNC Symbol;Acc:HGNC:10919],CCDS,CCDS42436.1,CLCN7
CCDS72908.1,ENSG00000143382,ADAMTSL4,ADAMTS like 4 [Source:HGNC Symbol;Acc:HGNC:19706],CCDS,CCDS5483.1,GJA3
CCDS12229.1,ENSG00000267534,S1PR2,sphingosine-1-phosphate receptor 2 [Source:HGNC Symbol;Acc:HGNC:3169],CCDS,CCDS54337.1,SNX33
CCDS42436.1,ENSG00000167306,MYO5B,myosin VB [Source:HGNC Symbol;Acc:HGNC:7603],CCDS,CCDS4986.1,KCNJ12
CCDS5483.1,ENSG00000058404,CAMK2B,calcium/calmodulin dependent protein kinase II beta [Source:HGNC Symbol;Acc:HGNC:1461],CCDS,CCDS11602.1,HIC2
CCDS54337.1,ENSG00000157833,GAREM2,GRB2 associated regulator of MAPK1 subtype 2 [Source:HGNC Symbol;Acc:HGNC:27172],CCDS,CCDS47437.1,MTA1
CCDS4986.1,ENSG00000135312,HTR1B,5-hydroxytryptamine receptor 1B [Source:HGNC Symbol;Acc:HGNC:5287],CCDS,CCDS45940.1,SLCO3A1
CCDS11602.1,ENSG00000121053,EPX,eosinophil peroxidase [Source:HGNC Symbol;Acc:HGNC:3423],CCDS,CCDS33928.1,TUBB
CCDS47437.1,ENSG00000178233,TMEM151B,transmembrane protein 151B [Source:HGNC Symbol;Acc:HGNC:21315],CCDS,CCDS13716.1,BMP7
CCDS45940.1,ENSG00000125734,GPR108,G protein-coupled receptor 108 [Source:HGNC Symbol;Acc:HGNC:17829],CCDS,CCDS13929.1,ARRB2
CCDS33928.1,ENSG00000061938,TNK2,tyrosine kinase non receptor 2 [Source:HGNC Symbol;Acc:HGNC:19297],CCDS,CCDS46659.1,DOC2B
CCDS13716.1,ENSG00000160255,ITGB2,integrin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6155],CCDS,CCDS32958.1,SOCS3
CCDS13929.1,ENSG00000100350,FOXRED2,FAD dependent oxidoreductase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26264],CCDS,CCDS955.1,MFHAS1
CCDS46659.1,ENSG00000243156,MICAL3,"microtubule associated monooxygenase, calponin and LIM domain containing 3 [Source:HGNC Symbol;Acc:HGNC:24694]",CCDS,CCDS30984.1,CHRFAM7A
CCDS32958.1,ENSG00000130518,IQCN,IQ motif containing N [Source:HGNC Symbol;Acc:HGNC:29350],CCDS,CCDS11058.1,CYP4F2
CCDS955.1,ENSG00000143382,ADAMTSL4,ADAMTS like 4 [Source:HGNC Symbol;Acc:HGNC:19706],CCDS,CCDS34590.1,FBXO24
CCDS30984.1,ENSG00000133069,TMCC2,transmembrane and coiled-coil domain family 2 [Source:HGNC Symbol;Acc:HGNC:24239],CCDS,CCDS12689.1,RAI2
CCDS11058.1,ENSG00000108556,CHRNE,cholinergic receptor nicotinic epsilon subunit [Source:HGNC Symbol;Acc:HGNC:1966],CCDS,CCDS4206.1,PTH1R
CCDS34590.1,ENSG00000146555,SDK1,sidekick cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:19307],CCDS,CCDS12528.1,FGD2
CCDS12689.1,ENSG00000105287,PRKD2,protein kinase D2 [Source:HGNC Symbol;Acc:HGNC:17293],CCDS,CCDS67611.1,SLC49A3
CCDS4206.1,ENSG00000120738,EGR1,early growth response 1 [Source:HGNC Symbol;Acc:HGNC:3238],CCDS,CCDS81430.1,BRINP1
CCDS12528.1,ENSG00000130669,PAK4,p21 (RAC1) activated kinase 4 [Source:HGNC Symbol;Acc:HGNC:16059],CCDS,CCDS48029.1,MARK4
CCDS67611.1,ENSG00000105642,KCNN1,potassium calcium-activated channel subfamily N member 1 [Source:HGNC Symbol;Acc:HGNC:6290],CCDS,CCDS32930.1,CSNK1G2
CCDS81430.1,ENSG00000177614,PGBD5,piggyBac transposable element derived 5 [Source:HGNC Symbol;Acc:HGNC:19405],CCDS,CCDS8150.1,SHC2
CCDS48029.1,ENSG00000106991,ENG,endoglin [Source:HGNC Symbol;Acc:HGNC:3349],CCDS,CCDS7306.1,PLCG1
CCDS32930.1,ENSG00000123146,ADGRE5,adhesion G protein-coupled receptor E5 [Source:HGNC Symbol;Acc:HGNC:1711],CCDS,CCDS7307.1,NAV2
CCDS8150.1,ENSG00000173898,SPTBN2,"spectrin beta, non-erythrocytic 2 [Source:HGNC Symbol;Acc:HGNC:11276]",CCDS,CCDS5587.1,EPB41L1
CCDS7306.1,ENSG00000138316,ADAMTS14,ADAM metallopeptidase with thrombospondin type 1 motif 14 [Source:HGNC Symbol;Acc:HGNC:14899],CCDS,CCDS12349.1,GPI
CCDS7307.1,ENSG00000138316,ADAMTS14,ADAM metallopeptidase with thrombospondin type 1 motif 14 [Source:HGNC Symbol;Acc:HGNC:14899],CCDS,CCDS1687.1,KCNJ4
CCDS5587.1,ENSG00000091073,DTX2,deltex E3 ubiquitin ligase 2 [Source:HGNC Symbol;Acc:HGNC:15973],CCDS,CCDS10772.1,TNS1
CCDS12349.1,ENSG00000072954,TMEM38A,transmembrane protein 38A [Source:HGNC Symbol;Acc:HGNC:28462],CCDS,CCDS46328.1,SCARB1
CCDS1687.1,ENSG00000134323,MYCN,"MYCN proto-oncogene, bHLH transcription factor [Source:HGNC Symbol;Acc:HGNC:7559]",CCDS,CCDS75712.1,KLHL40
CCDS10772.1,ENSG00000087237,CETP,cholesteryl ester transfer protein [Source:HGNC Symbol;Acc:HGNC:1869],CCDS,CCDS10952.1,SCNN1A
CCDS46328.1,ENSG00000135636,DYSF,dysferlin [Source:HGNC Symbol;Acc:HGNC:3097],CCDS,CCDS463.1,HAND2
CCDS75712.1,ENSG00000277586,NEFL,neurofilament light chain [Source:HGNC Symbol;Acc:HGNC:7739],CCDS,CCDS44124.1,SLC27A4
CCDS10952.1,ENSG00000131149,GSE1,Gse1 coiled-coil protein [Source:HGNC Symbol;Acc:HGNC:28979],CCDS,CCDS7376.1,SLC13A5
CCDS463.1,ENSG00000127124,HIVEP3,HIVEP zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:13561],CCDS,CCDS46008.1,CAPN12
CCDS44124.1,ENSG00000127124,HIVEP3,HIVEP zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:13561],CCDS,CCDS12451.1,SKI
CCDS7376.1,ENSG00000122375,OPN4,opsin 4 [Source:HGNC Symbol;Acc:HGNC:14449],CCDS,CCDS46055.1,SOX9
CCDS46008.1,ENSG00000072958,AP1M1,adaptor related protein complex 1 subunit mu 1 [Source:HGNC Symbol;Acc:HGNC:13667],CCDS,CCDS54206.1,EPHA10
CCDS12451.1,ENSG00000105699,LSR,lipolysis stimulated lipoprotein receptor [Source:HGNC Symbol;Acc:HGNC:29572],CCDS,CCDS46018.1,HEPACAM
CCDS46055.1,ENSG00000272333,KMT2B,lysine methyltransferase 2B [Source:HGNC Symbol;Acc:HGNC:15840],CCDS,CCDS11165.1,MATK
