Gene,adatcodoncount,adatcodonfreq,proteinlennucleotides,ADAT_transformed_ordered_pvalues,ADAT_pvalues_raw,chisquareadatenrichedstatus,expected_adat_codons,observed_adat_codons,protein_length_AA,feature
CCDS53401.1,32,0.13114754098360656,732,0.737668324591646,0.262331675408354,nonsignificant,39,32,244,gene
CCDS53402.1,36,0.11501597444089456,939,0.8913993986177792,0.10860060138222082,nonsignificant,47,36,313,gene
CCDS53403.1,34,0.11643835616438356,876,0.8683319839771855,0.13166801602281455,nonsignificant,44,34,292,gene
CCDS53404.1,46,0.10043668122270742,1374,0.9861769761796233,0.01382302382037668,nonsignificant,66,46,458,gene
CCDS53405.1,47,0.15824915824915825,891,-0.4581344042127484,0.5418655957872516,nonsignificant,43,47,297,gene
CCDS53406.1,45,0.16791044776119404,804,-0.46782877585115124,0.5321712241488488,nonsignificant,41,45,268,gene
CCDS53407.1,49,0.17437722419928825,843,-0.639803866613998,0.360196133386002,nonsignificant,43,49,281,gene
CCDS53408.1,51,0.16612377850162866,921,-0.539005213574422,0.460994786425578,nonsignificant,46,51,307,gene
CCDS53409.1,55,0.171875,960,-0.6876785783237868,0.31232142167621324,nonsignificant,48,55,320,gene
CCDS53410.1,52,0.16666666666666666,936,-0.5341970907581558,0.4658029092418442,nonsignificant,47,52,312,gene
CCDS53411.1,53,0.16772151898734178,948,-0.5295135779412105,0.47048642205878954,nonsignificant,48,53,316,gene
CCDS53412.1,7,0.10144927536231885,207,0.6572182888520912,0.34278171114790873,nonsignificant,10,7,69,gene
CCDS53414.1,47,0.15460526315789475,912,0.11476608552679846,0.8852339144732015,nonsignificant,48,47,304,gene
CCDS53421.1,84,0.16733067729083664,1506,-0.9057356931587894,0.09426430684121058,nonsignificant,70,84,502,gene
CCDS53422.1,54,0.1978021978021978,819,-0.8683319839771855,0.13166801602281455,nonsignificant,44,54,273,gene
CCDS53423.1,29,0.0838150289017341,1038,0.9939010540687856,0.006098945931214356,nonsignificant,48,29,346,gene
CCDS53424.1,41,0.11884057971014493,1035,0.7969082124228357,0.20309178757716426,nonsignificant,50,41,345,gene
CCDS53425.1,16,0.13333333333333333,360,0.7247664759251689,0.27523352407483115,nonsignificant,21,16,120,gene
CCDS53426.1,182,0.12482853223593965,4374,0.338320085134,0.661679914866,nonsignificant,188,182,1458,gene
CCDS53429.1,95,0.11020881670533643,2586,0.9942498625162036,0.005750137483796389,nonsignificant,126,95,862,gene
CCDS53430.1,11,0.07801418439716312,423,0.9335425799830688,0.0664574200169312,nonsignificant,19,11,141,gene
CCDS53431.1,108,0.125,2592,0.9555179132231779,0.04448208677682213,nonsignificant,131,108,864,gene
CCDS53433.1,15,0.07042253521126761,639,0.9338074202778065,0.06619257972219346,nonsignificant,24,15,213,gene
CCDS53434.1,14,0.06481481481481481,648,0.9394311397973424,0.060568860202657664,nonsignificant,23,14,216,gene
CCDS53435.1,131,0.12547892720306514,3132,0.973618167477188,0.026381832522812017,nonsignificant,159,131,1044,gene
CCDS53436.1,153,0.1316695352839931,3486,0.9170269392755873,0.08297306072441273,nonsignificant,176,153,1162,gene
CCDS53437.1,142,0.13408876298394712,3177,0.8838982560194517,0.1161017439805483,nonsignificant,162,142,1059,gene
CCDS53438.1,143,0.13240740740740742,3240,0.8827732803783771,0.11722671962162286,nonsignificant,163,143,1080,gene
CCDS53439.1,7,0.05303030303030303,396,0.9755510546899107,0.024448945310089332,nonsignificant,16,7,132,gene
CCDS53440.1,32,0.128,750,0.3879101199107431,0.6120898800892569,nonsignificant,35,32,250,gene
CCDS53441.1,25,0.11627906976744186,645,0.4292496119418261,0.5707503880581739,nonsignificant,28,25,215,gene
CCDS53442.1,39,0.13131313131313133,891,0.3565711564363794,0.6434288435636206,nonsignificant,42,39,297,gene
CCDS53443.1,466,0.2051959489211801,6813,-0.9999999999994904,5.095837617369583e-13,enriched,334,466,2271,gene
CCDS53444.1,124,0.11355311355311355,3276,0.9931673969138598,0.006832603086140194,nonsignificant,158,124,1092,gene
CCDS53445.1,127,0.11082024432809773,3438,0.997529954600874,0.0024700453991260162,depleted,166,127,1146,gene
CCDS53446.1,56,0.12556053811659193,1338,0.30388248045654453,0.6961175195434555,nonsignificant,59,56,446,gene
CCDS53447.1,58,0.12033195020746888,1446,0.5467452952462637,0.4532547047537363,nonsignificant,64,58,482,gene
CCDS53448.1,34,0.07472527472527472,1365,0.999918153416391,8.184658360899178e-05,depleted,66,34,455,gene
CCDS53449.1,33,0.0763888888888889,1296,0.9997694981720536,0.00023050182794642757,depleted,62,33,432,gene
CCDS53450.1,32,0.07565011820330969,1269,0.9996994023925595,0.0003005976074404506,depleted,60,32,423,gene
CCDS53451.1,34,0.06551059730250482,1557,0.9999966791292606,3.3208707393473764e-06,depleted,74,34,519,gene
CCDS53452.1,21,0.04666666666666667,1350,0.9999981422821346,1.8577178654552249e-06,depleted,57,21,450,gene
CCDS53453.1,18,0.06666666666666667,810,0.9939300276379767,0.006069972362023284,nonsignificant,34,18,270,gene
CCDS53454.1,155,0.11969111969111969,3885,0.46908401301126856,0.5309159869887314,nonsignificant,163,155,1295,gene
CCDS53455.1,342,0.09220814235643031,11127,0.9999999812707231,1.8729276885535654e-08,depleted,463,342,3709,gene
CCDS53456.1,299,0.20148247978436656,4452,-0.9999435868371632,5.641316283676349e-05,enriched,237,299,1484,gene
CCDS53457.1,103,0.1713810316139767,1803,-0.9953552660577075,0.004644733942292499,nonsignificant,78,103,601,gene
CCDS53458.1,55,0.1065891472868217,1548,0.8850851354744257,0.11491486452557433,nonsignificant,68,55,516,gene
CCDS53459.1,41,0.10594315245478036,1161,0.7469020910528876,0.2530979089471123,nonsignificant,49,41,387,gene
CCDS53460.1,287,0.23126510878323933,3723,-0.9999999999554979,4.4502033226062334e-11,enriched,195,287,1241,gene
CCDS53461.1,131,0.21129032258064517,1860,-0.9999724879675038,2.751203249621351e-05,enriched,91,131,620,gene
CCDS53462.1,252,0.214468085106383,3525,-0.9999999998281712,1.718287822328121e-10,enriched,169,252,1175,gene
CCDS53463.1,54,0.10778443113772455,1503,0.9738368712879265,0.02616312871207344,nonsignificant,73,54,501,gene
CCDS53464.1,115,0.1819620253164557,1896,-0.9774689284051415,0.022531071594858402,nonsignificant,93,115,632,gene
CCDS53465.1,26,0.125,624,0.2945430138887266,0.7054569861112734,nonsignificant,28,26,208,gene
CCDS53466.1,19,0.12258064516129032,465,0.3374794164599426,0.6625205835400574,nonsignificant,21,19,155,gene
CCDS53467.1,62,0.20195439739413681,921,-0.9103139782296357,0.08968602177036435,nonsignificant,50,62,307,gene
CCDS53468.1,97,0.16782006920415224,1734,0.23582284437790535,0.7641771556220947,nonsignificant,100,97,578,gene
CCDS53470.1,37,0.06434782608695652,1725,0.9999885529657846,1.1447034215390387e-05,depleted,75,37,575,gene
CCDS53471.1,95,0.1919191919191919,1485,-0.9989405001573058,0.0010594998426941237,enriched,68,95,495,gene
CCDS53472.1,76,0.17715617715617715,1287,-0.9881510590716526,0.011848940928347446,nonsignificant,57,76,429,gene
CCDS53473.1,61,0.17086834733893558,1071,-0.9393980302879937,0.06060196971200623,nonsignificant,48,61,357,gene
CCDS53474.1,25,0.11682242990654206,642,0.6386895714738211,0.3613104285261789,nonsignificant,30,25,214,gene
CCDS53475.1,28,0.09929078014184398,846,0.9692464387407255,0.03075356125927451,nonsignificant,42,28,282,gene
CCDS53476.1,24,0.0995850622406639,723,0.9544997361036415,0.04550026389635857,nonsignificant,36,24,241,gene
CCDS53477.1,27,0.1062992125984252,762,0.9256470946314364,0.0743529053685636,nonsignificant,38,27,254,gene
CCDS53478.1,109,0.17495987158908508,1869,-0.9981361520649701,0.001863847935029948,enriched,81,109,623,gene
CCDS53479.1,78,0.23423423423423423,999,-0.9999249868053346,7.501319466545911e-05,enriched,50,78,333,gene
CCDS53481.1,38,0.1735159817351598,657,-0.5072833227729123,0.4927166772270877,nonsignificant,34,38,219,gene
CCDS53482.1,104,0.13756613756613756,2268,0.6028090849050535,0.39719091509494653,nonsignificant,113,104,756,gene
CCDS53483.1,95,0.13649425287356323,2088,0.5694573618252392,0.4305426381747608,nonsignificant,103,95,696,gene
CCDS53484.1,79,0.13620689655172413,1740,0.6626443482236412,0.33735565177635884,nonsignificant,88,79,580,gene
CCDS53485.1,73,0.13035714285714287,1680,0.7276394166740263,0.27236058332597374,nonsignificant,83,73,560,gene
CCDS53486.1,61,0.14219114219114218,1287,-0.6591967531139181,0.3408032468860819,nonsignificant,54,61,429,gene
CCDS53487.1,84,0.17684210526315788,1425,-0.7013024440050328,0.29869755599496717,nonsignificant,75,84,475,gene
CCDS53490.1,42,0.17647058823529413,714,-0.8299330385460992,0.17006696145390077,nonsignificant,34,42,238,gene
CCDS53491.1,70,0.171990171990172,1221,-0.8032943975410568,0.1967056024589432,nonsignificant,60,70,407,gene
CCDS53492.1,95,0.11459589867310012,2487,0.9378199437151848,0.06218005628481521,nonsignificant,115,95,829,gene
CCDS53493.1,15,0.06493506493506493,693,0.9906704152802285,0.00932958471977156,nonsignificant,29,15,231,gene
CCDS53494.1,27,0.06569343065693431,1233,0.9996448875211651,0.00035511247883489555,depleted,53,27,411,gene
CCDS53497.1,25,0.07575757575757576,990,0.9999206650127972,7.93349872027536e-05,depleted,54,25,330,gene
CCDS53498.1,32,0.07158836689038031,1341,0.99999895198049,1.0480195099937667e-06,depleted,74,32,447,gene
CCDS53499.1,33,0.07300884955752213,1356,0.9999987637799961,1.236220003948495e-06,depleted,75,33,452,gene
CCDS53500.1,37,0.07692307692307693,1443,0.9999989859329156,1.0140670844453472e-06,depleted,81,37,481,gene
CCDS53501.1,37,0.0744466800804829,1491,0.9999998073890388,1.9261096120203456e-07,depleted,85,37,497,gene
CCDS53502.1,67,0.07613636363636364,2640,0.9999997870673011,2.1293269893678653e-07,depleted,125,67,880,gene
CCDS53503.1,66,0.07847800237812129,2523,0.9999988172280606,1.182771939366238e-06,depleted,119,66,841,gene
CCDS53504.1,97,0.12435897435897436,2340,0.749605434011461,0.25039456598853904,nonsignificant,109,97,780,gene
CCDS53505.1,81,0.0719360568383659,3378,0.9999999877721881,1.2227811884233145e-08,depleted,151,81,1126,gene
CCDS53506.1,80,0.07239819004524888,3315,0.99999997723616,2.2763840010694324e-08,depleted,148,80,1105,gene
CCDS53507.1,81,0.07655954631379962,3174,0.999999692850274,3.0714972600986535e-07,depleted,142,81,1058,gene
CCDS53509.1,140,0.11244979919678715,3735,0.9786024313030809,0.021397568696919066,nonsignificant,170,140,1245,gene
CCDS53510.1,140,0.11049723756906077,3801,0.9853118080541522,0.014688191945847787,nonsignificant,172,140,1267,gene
CCDS53511.1,145,0.1081282624906786,4023,0.9909125325475608,0.009087467452439208,nonsignificant,180,145,1341,gene
CCDS53512.1,143,0.10907704042715484,3933,0.9893994035346454,0.010600596465354651,nonsignificant,177,143,1311,gene
CCDS53513.1,106,0.10717896865520728,2967,0.994874258802693,0.005125741197306966,nonsignificant,139,106,989,gene
CCDS53514.1,144,0.10909090909090909,3960,0.9911039389349136,0.008896061065086471,nonsignificant,179,144,1320,gene
CCDS53515.1,145,0.10709010339734121,4062,0.9939049283884468,0.006095071611553162,nonsignificant,182,145,1354,gene
CCDS53516.1,108,0.10465116279069768,3096,0.9978785611208019,0.002121438879198162,depleted,145,108,1032,gene
CCDS53517.1,10,0.08196721311475409,366,0.9610525442579747,0.03894745574202525,nonsignificant,19,10,122,gene
CCDS53518.1,12,0.11009174311926606,327,0.6826894921370888,0.31731050786291115,nonsignificant,16,12,109,gene
CCDS53519.1,9,0.08181818181818182,330,0.9476549367268368,0.052345063273163295,nonsignificant,17,9,110,gene
CCDS53520.1,9,0.07894736842105263,342,0.9476549367268368,0.052345063273163295,nonsignificant,17,9,114,gene
CCDS53521.1,12,0.11650485436893204,309,0.5614219739190003,0.4385780260809997,nonsignificant,15,12,103,gene
CCDS53522.1,11,0.11458333333333333,288,0.5773219258293647,0.4226780741706353,nonsignificant,14,11,96,gene
CCDS53523.1,8,0.08247422680412371,291,0.9292988551340171,0.07070114486598289,nonsignificant,15,8,97,gene
CCDS53525.1,227,0.21155638397017706,3219,-0.9999999926698082,7.330191810472413e-09,enriched,155,227,1073,gene
CCDS53527.1,29,0.20567375886524822,423,-0.6925658340726076,0.30743416592739237,nonsignificant,24,29,141,gene
CCDS53528.1,147,0.11484375,3840,0.9657062789635069,0.034293721036493065,nonsignificant,175,147,1280,gene
CCDS53529.1,143,0.11476725521669343,3738,0.9616230211355511,0.03837697886444892,nonsignificant,170,143,1246,gene
CCDS53536.1,51,0.1795774647887324,852,-0.9786414595661653,0.021358540433834634,nonsignificant,37,51,284,gene
CCDS53538.1,56,0.11155378486055777,1506,0.9249522634725916,0.07504773652740841,nonsignificant,71,56,502,gene
CCDS53539.1,126,0.2923433874709977,1293,-0.999999999446668,5.533320709573682e-10,enriched,73,126,431,gene
CCDS53540.1,253,0.22690582959641256,3345,-0.9999999962813504,3.718649575878731e-09,enriched,175,253,1115,gene
CCDS53542.1,37,0.19576719576719576,567,-0.9110269882981867,0.08897301170181328,nonsignificant,28,37,189,gene
CCDS53543.1,48,0.11538461538461539,1248,0.8478785061157749,0.1521214938842251,nonsignificant,59,48,416,gene
CCDS53544.1,21,0.06774193548387097,930,0.998806254555128,0.0011937454448720044,depleted,42,21,310,gene
CCDS53545.1,212,0.1737704918032787,3660,-0.9914806099671679,0.008519390032832102,nonsignificant,177,212,1220,gene
CCDS53546.1,20,0.12903225806451613,465,0.17274065343728873,0.8272593465627113,nonsignificant,21,20,155,gene
CCDS53547.1,64,0.128,1500,0.7078287006831779,0.29217129931682206,nonsignificant,73,64,500,gene
CCDS53548.1,158,0.21179624664879357,2238,-0.9997688594289521,0.0002311405710479147,enriched,118,158,746,gene
CCDS53549.1,97,0.24310776942355888,1197,-0.999752741937824,0.0002472580621759546,enriched,67,97,399,gene
CCDS53550.1,184,0.25102319236016374,2199,-0.999999868770349,1.3122965105823613e-07,enriched,125,184,733,gene
CCDS53551.1,57,0.18210862619808307,939,-0.8060691477175931,0.19393085228240695,nonsignificant,48,57,313,gene
CCDS53552.1,15,0.05226480836236934,861,0.9995347418419289,0.0004652581580710503,depleted,36,15,287,gene
CCDS53553.1,119,0.17372262773722627,2055,-0.793292783094235,0.20670721690576502,nonsignificant,106,119,685,gene
CCDS53554.1,53,0.11397849462365592,1395,0.7922879142724468,0.20771208572755318,nonsignificant,63,53,465,gene
CCDS53555.1,263,0.1318295739348371,5985,0.4147313730574633,0.5852686269425367,nonsignificant,272,263,1995,gene
CCDS53556.1,66,0.12619502868068833,1569,0.3674148783039586,0.6325851216960414,nonsignificant,70,66,523,gene
CCDS53557.1,57,0.141439205955335,1209,-0.4172980178660517,0.5827019821339483,nonsignificant,53,57,403,gene
CCDS53560.1,25,0.06218905472636816,1206,0.9999206650127972,7.93349872027536e-05,depleted,54,25,402,gene
CCDS53561.1,36,0.08845208845208845,1221,0.9961321313333403,0.0038678686666597005,nonsignificant,58,36,407,gene
CCDS53562.1,55,0.14745308310991956,1119,-0.32260839807372255,0.6773916019262775,nonsignificant,52,55,373,gene
CCDS53563.1,49,0.1536050156739812,957,-0.5490176807311175,0.45098231926888255,nonsignificant,44,49,319,gene
CCDS53564.1,40,0.13937282229965156,861,-0.1272198762060882,0.8727801237939118,nonsignificant,39,40,287,gene
CCDS53565.1,47,0.15064102564102563,936,-0.4581344042127484,0.5418655957872516,nonsignificant,43,47,312,gene
CCDS53566.1,86,0.1787941787941788,1443,-0.9249522634725916,0.07504773652740841,nonsignificant,71,86,481,gene
CCDS53567.1,91,0.17009345794392525,1605,-0.8589683594792878,0.14103164052071218,nonsignificant,78,91,535,gene
CCDS53568.1,85,0.15482695810564662,1647,-0.5003577423476439,0.49964225765235615,nonsignificant,79,85,549,gene
CCDS53569.1,87,0.20813397129186603,1254,-0.985449950752578,0.014550049247421962,nonsignificant,67,87,418,gene
CCDS53570.1,89,0.15265866209262435,1749,-0.3356105568280008,0.6643894431719992,nonsignificant,85,89,583,gene
CCDS53571.1,81,0.18663594470046083,1302,-0.9351618430079335,0.06483815699206649,nonsignificant,66,81,434,gene
CCDS53572.1,32,0.15311004784688995,627,-0.5503082020311092,0.4496917979688908,nonsignificant,28,32,209,gene
CCDS53573.1,27,0.1261682242990654,642,-0.15548073252706007,0.8445192674729399,nonsignificant,26,27,214,gene
CCDS53574.1,35,0.16666666666666666,630,-0.8141232676341279,0.1858767323658721,nonsignificant,28,35,210,gene
CCDS53575.1,31,0.14351851851851852,648,-0.4292496119418261,0.5707503880581739,nonsignificant,28,31,216,gene
CCDS53576.1,98,0.15241057542768274,1929,-0.16174351361417372,0.8382564863858263,nonsignificant,96,98,643,gene
CCDS53577.1,116,0.19237147595356552,1809,-0.9829203632170251,0.01707963678297481,nonsignificant,93,116,603,gene
CCDS53578.1,82,0.1673469387755102,1470,-0.8082636809978957,0.1917363190021043,nonsignificant,71,82,490,gene
CCDS53579.1,79,0.14766355140186915,1605,-0.9561802071973252,0.043819792802674805,nonsignificant,63,79,535,gene
CCDS53580.1,54,0.11587982832618025,1398,0.5614219739190003,0.4385780260809997,nonsignificant,60,54,466,gene
CCDS53581.1,51,0.13896457765667575,1101,-0.11246291601828495,0.887537083981715,nonsignificant,50,51,367,gene
CCDS53583.1,46,0.27058823529411763,510,-0.9984050063830495,0.0015949936169505198,enriched,29,46,170,gene
CCDS53584.1,114,0.16101694915254236,2124,-0.8041785260773892,0.19582147392261087,nonsignificant,101,114,708,gene
CCDS53585.1,14,0.12962962962962962,324,0.6542214138488399,0.3457785861511601,nonsignificant,18,14,108,gene
CCDS53586.1,35,0.11589403973509933,906,0.9393980302879937,0.06060196971200623,nonsignificant,48,35,302,gene
CCDS53587.1,31,0.14691943127962084,633,0.0,1.0,nonsignificant,31,31,211,gene
CCDS53588.1,274,0.09458060062133242,8691,0.9999999999999976,2.4977066644505713e-15,depleted,440,274,2897,gene
CCDS53589.1,35,0.23026315789473684,456,-0.8763422895971663,0.12365771040283367,nonsignificant,27,35,152,gene
CCDS53590.1,44,0.17054263565891473,774,-0.5766603584175565,0.4233396415824435,nonsignificant,39,44,258,gene
CCDS53591.1,49,0.1821561338289963,807,-0.9899026853524927,0.010097314647507242,nonsignificant,34,49,269,gene
CCDS53594.1,24,0.13114754098360656,549,-0.4873092397380765,0.5126907602619235,nonsignificant,21,24,183,gene
CCDS53596.1,73,0.22324159021406728,981,-0.9847807582568953,0.015219241743104685,nonsignificant,55,73,327,gene
CCDS53597.1,64,0.20382165605095542,942,-0.7750841159840416,0.22491588401595844,nonsignificant,55,64,314,gene
CCDS53598.1,72,0.2222222222222222,972,-0.9094409073345684,0.09055909266543158,nonsignificant,59,72,324,gene
CCDS53599.1,105,0.12995049504950495,2424,-0.8246919191917303,0.17530808080826962,nonsignificant,92,105,808,gene
CCDS53600.1,12,0.09375,384,0.8917063441009908,0.10829365589900916,nonsignificant,19,12,128,gene
CCDS53601.1,100,0.16420361247947454,1827,-0.9818568965350363,0.01814310346496376,nonsignificant,79,100,609,gene
CCDS53603.1,11,0.06470588235294118,510,0.9709036682587477,0.029096331741252267,nonsignificant,21,11,170,gene
CCDS53604.1,101,0.1259351620947631,2406,0.8082796435171108,0.19172035648288918,nonsignificant,115,101,802,gene
